473 454 close
c 2493.36 -1482.21 45.1479 2495.37 -1482.21 45.1479 2491.35 -1482.21 45.1479 7.45003 0
2485.91 -1482.18 45.1401 7.24107 0
c 2478.67 -1482.17 45.1407 2481.32 -1482.08 45.1475 2476.02 -1482.26 45.1339 8.67404 0
c 2470.02 -1482.73 45.0992 2472.86 -1482.28 45.1277 2467.18 -1483.17 45.0707 8.68261 0
c 2461.61 -1484.84 44.9695 2464.57 -1483.84 45.0062 2458.65 -1485.84 44.9328 10.1343 0
c 2452.26 -1488.74 44.879 2455.15 -1487.51 44.8944 2449.38 -1489.96 44.8636 8.67952 0
c 2444.3 -1492.2 44.8771 2446.92 -1491.04 44.8774 2441.67 -1493.36 44.8768 8.53108 0
c 2436.52 -1495.7 44.8771 2439.36 -1494.42 44.8771 2433.69 -1496.98 44.8771 10.1233 0
c 2427.3 -1499.88 44.8771 2430.05 -1498.66 44.8707 2424.54 -1501.1 44.8835 7.96163 0
c 2419.98 -1503.01 44.9157 2422.21 -1502.11 44.8937 2417.74 -1503.92 44.9379 6.51456 0
c 2413.89 -1505.32 44.9567 2416.28 -1504.5 44.9255 2411.49 -1506.15 44.988 8.68827 0
c 2405.61 -1507.95 44.9537 2408.39 -1507.14 44.9541 2402.84 -1508.76 44.9534 8.68059 0
c 2397.22 -1510.17 44.9545 2400.25 -1509.49 44.9439 2394.19 -1510.84 44.9651 9.97481 0
c 2387.42 -1512.0 45.0175 2390.98 -1511.59 45.0007 2383.86 -1512.41 45.0343 11.5698 0
c 2375.87 -1512.63 45.0553 2379.49 -1512.46 45.0459 2372.26 -1512.79 45.0646 10.1263 0
c 2365.75 -1512.98 45.0736 2369.13 -1512.89 45.0582 2362.37 -1513.07 45.089 10.133 0
c 2355.62 -1513.22 45.1478 2359.0 -1513.16 45.1255 2352.24 -1513.28 45.1701 10.1311 0
c 2345.49 -1513.34 45.2074 2349.11 -1513.32 45.2074 2341.87 -1513.35 45.2074 11.5802 0
c 2333.91 -1513.31 45.2074 2337.75 -1513.35 45.2074 2331.02 -1513.28 45.2074 8.60017 0
c 2325.31 -1513.18 45.2074 2328.18 -1513.24 45.2074 2324.38 -1513.16 45.2074 9.49449 4
c 2315.82 -1512.9 45.2074 2318.07 -1512.98 45.2074 2314.23 -1512.84 45.2074 4.90497 4
c 2310.92 -1512.69 45.2074 2312.62 -1512.77 45.2074 2306.83 -1512.5 45.2074 13.0213 0
c 2297.92 -1511.95 45.2074 2302.01 -1512.23 45.2074 2293.83 -1511.67 45.2074 11.5785 0
c 2286.38 -1511.01 45.2074 2291.95 -1511.47 45.2457 2280.81 -1510.55 45.1691 21.9657 0
c 2264.5 -1509.14 44.9775 2271.33 -1509.3 45.0329 2257.67 -1508.98 44.9221 19.1584 0
c 2245.37 -1510.03 44.8749 2251.91 -1509.66 44.8956 2238.83 -1510.4 44.8541 20.1667 0
c 2225.25 -1511.36 45.1133 2231.73 -1510.79 45.1267 2218.78 -1511.93 45.0999 18.8665 0
c 2206.51 -1513.46 45.0546 2216.17 -1511.86 45.1176 2196.84 -1515.06 44.9916 39.9809 0
c 2167.25 -1520.96 44.3441 2180.16 -1518.07 44.4962 2154.35 -1523.85 44.1922 39.4427 0
c 2129.06 -1530.79 44.1424 2142.19 -1526.95 44.3429 2115.93 -1534.64 43.9418 42.7075 0
c 2088.47 -1544.02 43.1406 2101.6 -1539.51 43.4723 2075.35 -1548.53 42.8091 40.6106 0
c 2050.31 -1557.86 42.1529 2062.92 -1552.7 42.3632 2037.7 -1563.02 41.9426 41.2453 0
c 2012.81 -1574.99 41.8787 2024.81 -1568.63 41.9983 2000.8 -1581.36 41.7589 40.4517 0
c 1978.3 -1596.04 41.4349 1989.39 -1588.28 41.6022 1967.21 -1603.81 41.2675 40.9851 0
c 1946.27 -1621.57 40.8748 1957.47 -1613.98 40.732 1935.06 -1629.16 41.0176 40.5608 0
c 1911.08 -1641.61 42.2918 1923.14 -1635.87 41.8881 1899.02 -1647.35 42.6955 39.898 0
c 1873.91 -1656.01 43.2969 1887.07 -1651.5 42.8864 1860.76 -1660.52 43.7072 43.6782 0
c 1832.13 -1668.64 44.7543 1845.63 -1664.87 44.0919 1818.63 -1672.42 45.4169 40.6094 0
c 1792.93 -1678.64 47.2717 1806.84 -1677.33 46.5213 1779.02 -1679.96 48.0222 44.6154 0
c 1748.65 -1676.54 49.2571 1764.58 -1680.62 48.3494 1732.72 -1672.46 50.1648 56.1748 0
c 1697.35 -1654.17 52.7178 1714.65 -1662.77 51.4253 1680.05 -1645.57 54.0103 60.2374 0
c 1644.87 -1624.94 57.0119 1666.97 -1637.78 54.9711 1622.77 -1612.1 59.0527 93.6952 0
c 1564.72 -1577.11 65.1787 1588.01 -1591.32 62.6504 1541.43 -1562.89 67.7074 70.5809 8 freight_group
c 1505.11 -1539.66 70.1036 1524.41 -1552.63 68.7803 1485.81 -1526.69 71.4269 69.266 0
c 1448.9 -1499.31 73.1184 1464.58 -1510.92 72.3924 1433.22 -1487.7 73.8444 47.9123 0
c 1411.02 -1470.01 74.4595 1423.91 -1480.32 74.1177 1398.13 -1459.7 74.8014 51.1735 0
c 1371.55 -1437.45 75.1695 1385.31 -1449.04 75.0512 1357.79 -1425.86 75.2878 56.7918 0
c 1328.44 -1400.48 75.1695 1341.9 -1411.98 75.1153 1321.34 -1394.41 75.1981 27.7449 0
c 1307.31 -1382.5 75.3375 1314.08 -1388.25 75.2678 1301.25 -1377.36 75.3998 21.6732 1 Station_rho
c 1290.8 -1368.46 75.4947 1295.59 -1372.55 75.4622 1280.67 -1359.8 75.5634 30.5388 0
c 1267.67 -1348.52 75.5816 1275.07 -1354.99 75.5671 1260.27 -1342.05 75.596 28.4348 0
c 1246.4 -1329.65 75.5816 1253.41 -1336.1 75.5816 1239.38 -1323.19 75.5816 28.7594 0
c 1225.6 -1309.79 75.5816 1232.15 -1316.1 75.5816 1219.04 -1303.48 75.5816 25.8196 0
c 1207.07 -1291.81 75.5816 1213.92 -1298.58 75.5951 1200.21 -1285.04 75.5681 32.0049 0
c 1184.48 -1269.14 75.5006 1191.25 -1276.15 75.6534 1177.72 -1262.13 75.348 26.4896 0
c 1166.47 -1249.74 74.6656 1174.3 -1258.66 75.2368 1158.65 -1240.83 74.095 44.8016 0
c 1137.53 -1215.65 72.0751 1148.07 -1229.25 73.0917 1126.99 -1202.05 71.0586 58.7172 0
c 1103.23 -1168.14 68.5664 1114.07 -1184.63 69.4993 1092.39 -1151.65 67.6335 59.9833 0
c 1072.46 -1116.72 66.4776 1083.03 -1136.33 66.8313 1069.57 -1111.36 66.3809 19.7134 0
c 1063.43 -1099.2 66.1702 1066.34 -1105.04 66.266 1060.52 -1093.36 66.0744 19.4543 0
c 1055.02 -1081.66 65.9031 1057.64 -1087.3 65.9777 1052.39 -1076.01 65.8283 17.9105 0
c 1047.69 -1065.32 65.7222 1050.02 -1070.73 65.7634 1045.37 -1059.91 65.681 17.4275 0
